ID	PP	logFC	P.adjusted
LRP11	other	-0.096666667	0.846788511
LRP12	other	0.020976667	1
LRP1B	other	-0.649686667	0.315880328
LRP2	other	1.818256667	0.181228238
LRP2BP	other	0.662246667	0.069685135
LRP3	other	-0.00109	1
LRP4	other	0.19184	0.84066316
LRP5	other	0.059816667	0.953099645
LRP5L	other	0.192306667	0.807337531
LRP6	other	0.5775	0.056407277
LRP8	other	-0.676983333	0.139463815
LRPAP1	other	0.140896667	0.709723835
LRPPRC	other	-0.02879	0.965907698
LRRC1	other	-0.124483333	0.718363966
LRRC10	other	-0.050366667	0.499427034
LRRC10B	other	0.2097	0.914508578
LRRC14	other	0.264836667	0.408732393
LRRC14B	other	0.19429	0.773912379
LRRC15	other	-0.336133333	0.754661136
LRRC16A	other	-0.043503333	0.95372765
LRRC16B	other	0.51716	0.618997123
LRRC17	other	0.118556667	0.896360507
LRRC18	other	-0.01827	1
LRRC19	other	0.272523333	0.741544971
LRRC2	other	-0.204503333	0.739274511
LRRC20	other	0.5458	0.010797961
LRRC23	other	-0.104766667	0.882958017
LRRC24	other	0.074696667	0.981487335
LRRC25	other	-0.382026667	0.416315088
LRRC26	other	-0.846926667	0.4733929
LRRC27	other	-0.119993333	0.81597073
LRRC28	other	-0.245316667	0.360921074
LRRC29	other	-0.188926667	0.745169804
LRRC3	other	0.249226667	0.679850498
LRRC30	other	0	1
LRRC31	other	1.980636667	0.090239209
LRRC32	other	-0.444936667	0.158800237
LRRC33	other	-0.121013333	0.843549335
LRRC34	other	0.473413333	0.313372279
LRRC36	other	-0.17837	0.867459896
LRRC37A3	other	0.037986667	0.99563123
LRRC37A4	other	0.511986667	0.342498927
LRRC39	other	-0.100496667	0.918017708
LRRC3B	other	0.143056667	0.787431692
LRRC4	other	-0.604623333	0.360238013
LRRC40	other	0.171953333	0.581524154
LRRC41	other	0.12376	0.61735055
LRRC42	other	-0.258693333	0.291334895
LRRC43	other	0.493883333	0.527109721
LRRC45	other	-0.0737	0.948480124
LRRC46	other	0.02409	1
LRRC47	other	-0.058193333	0.814197621
LRRC48	other	0.09927	0.960552041
LRRC49	other	0.474106667	0.312775738
LRRC4B	other	-0.061226667	0.976008651
LRRC4C	other	-0.488206667	0.412860228
LRRC52	other	-0.188986667	0.907858773
LRRC55	other	-0.405193333	0.744790365
LRRC56	other	0.562606667	0.435848037
LRRC57	other	-0.013593333	1
LRRC58	other	0.002313333	1
LRRC59	other	-0.179243333	0.361534842
LRRC6	other	0.196236667	0.833842987
LRRC61	other	-0.545683333	0.080169067
LRRC66	other	-1.459223333	0.072802423
LRRC69	other	0.16116	0.849058088
LRRC7	other	0.058546667	0.913845642
LRRC70	other	-0.31004	0.385215272
LRRC8A	other	0.106153333	0.838733488
LRRC8B	other	-0.0977	0.821182759
LRRC8C	other	-0.064063333	0.933329785
LRRC8D	other	-0.041043333	0.943655132
LRRC8E	other	0.405743333	0.111015784
LRRCC1	other	0.480053333	0.109366791
LRRFIP1	other	0.048103333	0.903529281
LRRFIP2	other	-0.012073333	1
LRRIQ1	other	1.295833333	0.151291229
LRRIQ3	other	-0.665663333	0.226150572
LRRIQ4	other	-0.4177	0.677640099
LRRK1	other	0.079776667	0.917830718
LRRK2	other	0.871426667	0.369294631
LRRN1	other	0.368593333	0.784760562
LRRN2	other	-0.297586667	0.636377087
LRRN3	other	0.3879	0.532940115
LRRN4	other	1.805536667	0.077523852
LRRN4CL	other	-0.277883333	0.661029314
LRRTM1	other	-0.02628	1
LRRTM2	other	0.228013333	0.740130994
LRRTM3	other	0.561876667	0.65447228
LRRTM4	other	0.058316667	0.985313005
LRSAM1	other	0.011146667	1
LRTM1	other	-0.16585	0.415830336
LRTM2	other	-0.102323333	0.6522264
LRTOMT	other	-0.187223333	0.652223206
LRWD1	other	-0.156826667	0.698660264
LSAMP	other	0.05969	0.959559108
LSG1	other	0.063696667	0.835704225
LSM1	other	-0.323516667	0.229080826
LSM10	other	-0.245746667	0.317547776
LSM11	other	-0.078576667	0.811070785
LSM12	other	0.0797	0.763498758
LSM14A	other	0.14696	0.329376229
LSM14B	other	0.099176667	0.775456552
LSM2	other	-0.08711	0.853085046
LSM3	other	-0.079646667	0.795118076
LSM4	other	-0.404203333	0.123691783
LSM5	other	-0.16351	0.598366061
LSM6	other	0.10356	0.719550541
LSM7	other	0.02763	1
LSMD1	other	-0.27619	0.551085824
LSP1	other	-0.314496667	0.4862608
LSR	other	0.210206667	0.778071596
LSS	other	0.087123333	0.863630808
LST1	other	0.009373333	1
LTA	other	-0.78268	0.13877003
LTA4H	other	0.288003333	0.210824738
LTB	other	-0.50606	0.390776082
LTB4R	other	-0.2666	0.66021015
LTB4R2	other	0.078523333	0.915899145
LTBP1	other	-0.101883333	0.886812614
LTBP2	other	0.233443333	0.747492597
LTBP3	other	0.78442	0.05499157
LTBP4	other	0.20037	0.821940786
LTBR	other	-0.419266667	0.168687856
LTC4S	other	0.27233	0.71607002
LTF	other	-0.53894	0.745901472
LTK	other	0.138083333	0.943969057
LTV1	other	-0.067946667	0.823163343
LUC7L	other	0.01454	1
LUC7L2	other	0.023343333	0.937462625
LUC7L3	other	0.145456667	0.700243753
LUM	other	-0.396063333	0.470600477
LUZP1	other	-0.020983333	1
LUZP2	other	0.876693333	0.256348361
LUZP4	other	0.063233333	0.672279686
LXN	other	-0.57403	0.035239462
LY6D	other	-1.242906667	0.377660039
LY6E	other	0.603223333	0.276265027
LY6G5B	other	0.04337	0.989614502
LY6G5C	other	-0.376883333	0.24387897
LY6G6C	other	-0.276303333	0.572474014
LY6G6D	other	-0.0332	0.805095196
LY6G6E	other	-0.00043	1
LY6G6F	other	-0.089926667	0.580825018
LY6H	other	-1.12586	0.035273285
LY6K	other	0.243306667	0.937462625
LY75	other	0.38119	0.480510544
LY86	other	-0.07386	0.964738952
LY9	other	-0.572953333	0.269395417
LY96	other	-0.354396667	0.395185574
LYAR	other	-0.04201	0.95456705
LYG1	other	-0.70315	0.209106845
LYG2	other	-0.103596667	0.717512371
LYL1	other	-0.06751	0.946012748
LYN	other	0.00362	1
LYNX1	other	0.23456	0.808820736
LYPD1	other	-0.68636	0.309031383
LYPD2	other	-0.142403333	0.763498758
LYPD3	other	-2.93913	4.09E-05
LYPD4	other	-0.112723333	0.470194694
LYPD5	other	-0.599336667	0.359020029
LYPD6	other	-1.60238	0.047224055
LYPD6B	other	-1.90651	0.05321611
LYPLA1	other	0.110576667	0.846806986
LYPLAL1	other	-0.401633333	0.153193608
LYRM1	other	-0.035266667	0.965007777
LYRM2	other	-0.049463333	0.88684201
LYRM4	other	0.078763333	0.863630808
LYRM5	other	-0.028723333	0.984659313
LYRM7	other	0.0123	1
LYSMD1	other	-0.128883333	0.730947447
LYSMD2	other	-0.24705	0.46223314
LYSMD3	other	0.236446667	0.283779563
LYSMD4	other	0.016616667	1
LYST	other	0.383253333	0.20527781
LYVE1	other	-0.799516667	0.123816503
LYZ	other	-0.393076667	0.623499009
LYZL4	other	-0.057833333	0.875975365
LYZL6	other	-0.003146667	1
LZIC	other	0.087956667	0.790503199
LZTFL1	other	0.521626667	0.027652333
LZTR1	other	-0.115623333	0.804581263
LZTS1	other	-0.54445	0.114267236
LZTS2	other	0.010573333	1
M6PR	other	-0.133966667	0.624041301
MAB21L1	other	0.03188	0.992010442
MAB21L2	other	-0.326696667	0.07675725
MACC1	other	0.43683	0.5332983
MACF1	other	0.46712	0.192357113
MACROD1	other	0.35345	0.513623942
MACROD2	other	-0.35288	0.716665546
MAD1L1	other	-0.112486667	0.835378721
MAD2L1	other	-0.445683333	0.444055457
MAD2L1BP	other	0.093983333	0.71775273
MAD2L2	other	-0.25036	0.495576452
MADCAM1	other	-0.452976667	0.353774259
MADD	other	0.134623333	0.65385864
MAEA	other	-0.11562	0.607729071
MAEL	other	0.243626667	0.691358193
MAF	other	-0.279466667	0.446739174
MAF1	other	0.26866	0.262980639
MAFA	other	0.273223333	0.538743437
MAFB	other	-0.64359	0.115767538
MAFF	other	0.036516667	0.97496904
MAFG	other	-0.106693333	0.770815743
MAFK	other	-1.028306667	0.078588131
MAG	other	-0.07446	0.960210506
MAGEA1	other	-0.541076667	0.733058358
MAGEA10	other	-0.170986667	0.893013279
MAGEA11	other	0.013646667	1
MAGEA12	other	-0.26123	0.887477786
MAGEA4	other	-0.545196667	0.477569903
MAGEA5	other	-0.120123333	0.833328938
MAGEA8	other	-0.262536667	0.483144409
MAGEB1	other	0.424143333	0.521215172
MAGEB10	other	0.019846667	0.898285921
MAGEB16	other	-0.017946667	0.99392533
MAGEB18	other	0.080523333	0.478473114
MAGEB2	other	-0.687206667	0.537378895
MAGEB3	other	0.009173333	0.930332014
MAGEB4	other	0.023203333	0.769029794
MAGEB6	other	-0.3067	0.334255953
MAGEC1	other	-0.007296667	1
MAGEC2	other	-0.440753333	0.724731212
MAGEC3	other	0.333633333	0.505518808
MAGED1	other	-0.11472	0.835987714
MAGED2	other	0.00193	1
MAGEE1	other	0.469746667	0.430972136
MAGEE2	other	0.83186	0.276236287
MAGEF1	other	0.21612	0.455482753
MAGEH1	other	-0.11698	0.808031381
MAGEL2	other	-0.04336	0.989400518
MAGI1	other	0.738703333	0.053439571
MAGI2	other	0.08323	0.89584919
MAGI3	other	1.04765	0.015155893
MAGIX	other	-0.363256667	0.532024404
MAGOH	other	0.080926667	0.748824121
MAGOHB	other	-0.337193333	0.345136065
MAGT1	other	0.031776667	0.962853413
MAK	other	-0.12593	0.913580302
MAK16	other	-0.183766667	0.416555103
MAL	other	0.824293333	0.277905042
MAL2	other	0.28354	0.75893582
MALAT1	other	0.302986667	0.668256052
MALT1	other	0.276203333	0.29325629
MAMDC2	other	1.43588	0.069151275
MAMDC4	other	-0.345916667	0.737571732
MAML1	other	0.124923333	0.638749672
MAML2	other	0.47288	0.356601745
MAML3	other	-0.17286	0.732203698
MAMLD1	other	0.30031	0.66437596
MAMSTR	other	0.26912	0.744248423
MAN1A1	other	0.249	0.688073771
MAN1A2	other	0.130323333	0.735247469
MAN1B1	other	-0.141943333	0.616375344
MAN1C1	other	0.039306667	0.991803456
MAN2A1	other	0.24195	0.708841492
MAN2A2	other	-0.234073333	0.4320932
MAN2B1	other	-0.02367	0.993376241
MAN2B2	other	0.02625	0.987847663
MAN2C1	other	-0.250246667	0.567046347
MANBA	other	0.1379	0.711025472
MANBAL	other	-0.17268	0.419749731
MANEA	other	0.102796667	0.83294352
MANEAL	other	0.32269	0.667480048
MANF	other	-0.307106667	0.358831399
MANSC1	other	-0.473006667	0.238674932
MAOA	other	0.096483333	0.95674685
MAOB	other	-0.00991	1
MAP1A	other	0.012886667	1
MAP1B	other	-0.128163333	0.933933618
MAP1LC3A	other	0.102533333	0.92326446
MAP1LC3B	other	-0.044886667	0.916478323
MAP1LC3C	other	1.014996667	0.123816503
MAP1S	other	0.262756667	0.585451205
MAP2	other	0.54502	0.493143956
MAP2K1	other	-0.211413333	0.448894735
MAP2K2	other	-0.009273333	1
MAP2K3	other	-0.030656667	0.971061467
MAP2K4	other	0.107983333	0.66250966
MAP2K5	other	-0.14598	0.659287252
MAP2K6	other	-1.267276667	0.061477303
MAP2K7	other	0.063853333	0.879863873
MAP3K1	other	0.422906667	0.075666376
MAP3K10	other	-0.28223	0.543252193
MAP3K11	other	-0.09998	0.829979643
MAP3K12	other	-0.029663333	0.992997943
MAP3K13	other	0.83165	0.073100002
MAP3K14	other	0.09916	0.895786156
MAP3K15	other	1.155673333	0.182227343
MAP3K2	other	0.243636667	0.342455056
MAP3K3	other	0.27277	0.354104418
MAP3K4	other	-0.12273	0.636185493
MAP3K5	other	-0.357543333	0.323187967
MAP3K6	other	-0.082746667	0.890674355
MAP3K7	other	0.003473333	1
MAP3K8	other	-0.30622	0.513516907
MAP3K9	other	0.39748	0.265180219
MAP4	other	0.048953333	0.91127927
MAP4K1	other	-0.54616	0.293738387
MAP4K2	other	-0.083466667	0.908158694
MAP4K3	other	0.112783333	0.667480048
MAP4K4	other	-0.204686667	0.651379907
MAP4K5	other	0.300126667	0.228615533
MAP6	other	0.45655	0.488016653
MAP6D1	other	-0.02001	1
MAP7	other	-0.35922	0.46783401
MAP7D1	other	-0.100203333	0.823593504
MAP7D2	other	1.584556667	0.047386608
MAP7D3	other	0.03509	1
MAP9	other	0.723353333	0.107316858
MAPK1	other	0.213046667	0.119626743
MAPK10	other	1.292296667	0.058857439
MAPK11	other	-0.85648	0.033246086
MAPK12	other	-0.355193333	0.502674305
MAPK13	other	0.333226667	0.359020029
MAPK14	other	0.29239	0.180975025
MAPK15	other	-0.07933	0.994216663
MAPK1IP1L	other	-0.033446667	0.93649074
MAPK3	other	-0.03031	0.974929842
MAPK4	other	-2.30718	0.035615982
MAPK6	other	-0.349273333	0.231421552
MAPK7	other	0.127043333	0.733760457
MAPK8	other	0.201603333	0.531731287
MAPK8IP1	other	0.541103333	0.31389041
MAPK8IP2	other	0.577706667	0.536783267
MAPK8IP3	other	0.260953333	0.737014699
MAPK9	other	-0.0639	0.810332263
MAPKAP1	other	-0.05008	0.835987714
MAPKAPK2	other	0.016533333	0.986365253
MAPKAPK3	other	0.446713333	0.073664845
MAPKAPK5	other	-0.003356667	1
MAPKBP1	other	0.260126667	0.421988666
MAPRE1	other	-0.064833333	0.804581263
MAPRE2	other	-0.045266667	0.96362116
MAPRE3	other	0.26251	0.551977744
MAPT	other	1.474326667	0.010017276
MARCKS	other	-0.48359	0.110573853
MARCKSL1	other	-0.27044	0.557105257
MARCO	other	-0.416086667	0.711464507
MARK1	other	-0.3834	0.697508934
MARK2	other	-0.058463333	0.841066119
MARK3	other	-0.014736667	0.998965154
MARK4	other	0.13627	0.619657629
MARS	other	0.000983333	1
MARVELD1	other	-0.20993	0.71315332
MARVELD2	other	0.522893333	0.051384568
MARVELD3	other	-0.646883333	0.241163403
MAS1	other	-0.014283333	1
MAS1L	other	0.19748	0.530031847
MASP1	other	-0.113953333	0.93864448
MASP2	other	0.46029	0.409521799
MAST1	other	0.005796667	1
MAST2	other	-0.078756667	0.87322132
MAST3	other	-0.0708	0.885251826
MAST4	other	-0.068406667	0.951923217
MASTL	other	-0.054863333	0.927441836
MAT1A	other	0.45297	0.619017135
MAT2A	other	0.117826667	0.627485701
MAT2B	other	0.01723	1
MATK	other	-0.364343333	0.602243143
MATN1	other	-0.171596667	0.684246069
MATN2	other	-0.00037	1
MATN3	other	0.521976667	0.544654144
MATN4	other	0.284256667	0.556104506
MATR3	other	0.204786667	0.108736276
MAVS	other	0.05242	0.908495047
MAX	other	-0.11108	0.620058504
MAZ	other	-0.008556667	1
MB	other	-0.023573333	1
MBD1	other	-0.1433	0.445237539
MBD2	other	-0.222913333	0.23431038
MBD3	other	-0.038926667	0.986365253
MBD3L1	other	-0.035413333	0.67315165
MBD4	other	0.04722	0.881475235
MBD5	other	0.144293333	0.636768211
MBD6	other	-0.00222	1
MBIP	other	1.242363333	0.003143926
MBL1P	other	0.076766667	0.978846178
MBL2	other	0.098253333	0.584911594
MBLAC1	other	-0.179583333	0.720312818
MBLAC2	other	0.211933333	0.561650152
MBNL1	other	0.407236667	0.15769018
MBNL2	other	0.143366667	0.593443121
MBNL3	other	0.0396	0.994064592
MBOAT1	other	0.52683	0.167977874
MBOAT2	other	0.47684	0.349748835
MBOAT4	other	-0.41362	0.177603377
MBOAT7	other	0.0253	0.985472317
MBP	other	-0.132926667	0.740151183
MBTD1	other	0.426026667	0.104838031
MBTPS1	other	0.068316667	0.825748059
MBTPS2	other	0.143513333	0.68380616
MC1R	other	-0.531366667	0.24457175
MC2R	other	0.083513333	0.916782367
MC3R	other	0.101496667	0.58017874
MC4R	other	0.014436667	1
MC5R	other	0.25173	0.569429123
MCAM	other	-0.483183333	0.209569043
MCART1	other	0.15468	0.615886629
MCART3P	other	0.1172	0.686447841
MCART6	other	-0.487686667	0.238674932
MCAT	other	-0.231416667	0.311089383
MCC	other	0.03817	0.981487335
MCCC1	other	0.664116667	0.048902703
MCCC2	other	-0.176303333	0.530149354
MCCD1	other	0.014593333	1
MCEE	other	-0.407316667	0.232307825
MCF2	other	0.482006667	0.560460472
MCF2L	other	-0.46895	0.382092838
MCF2L2	other	-0.388323333	0.459839163
MCFD2	other	-0.000706667	1
MCHR1	other	-1.43033	0.015155893
MCHR2	other	0.125243333	0.755357995
MCL1	other	0.10523	0.741056807
MCM10	other	-0.535576667	0.468699661
MCM2	other	0.043526667	0.975784678
MCM3	other	-0.064276667	0.865546038
MCM3AP	other	0.027776667	0.971404026
MCM4	other	-0.146776667	0.8000855
MCM5	other	-0.184196667	0.644159235
MCM6	other	-0.172476667	0.697508934
MCM7	other	-0.026043333	0.990852631
MCM8	other	-0.05852	0.937908567
MCM9	other	0.09595	0.828240107
MCOLN1	other	-0.1961	0.531099059
MCOLN2	other	-0.320966667	0.638749672
MCOLN3	other	0.41766	0.686826557
MCPH1	other	-0.178543333	0.346535021
MCRS1	other	0.013766667	1
MCTP1	other	-0.597293333	0.33240927
MCTP2	other	0.047546667	0.981487335
MCTS1	other	-0.176366667	0.314671126
MDC1	other	0.283583333	0.293125034
MDFI	other	-0.923783333	0.104838031
MDFIC	other	-0.158496667	0.774800834
MDGA1	other	-0.311036667	0.58393821
MDGA2	other	0.41802	0.542717063
MDH1	other	-0.069323333	0.805568406
MDH1B	other	-0.03406	1
MDH2	other	-0.33112	0.127515683
MDK	other	0.484366667	0.482092907
MDM1	other	0.140263333	0.650534074
MDM2	other	-0.02902	0.982024954
MDM4	other	0.08361	0.886411391
MDN1	other	0.21241	0.652905454
MDS2	other	-0.85057	0.00264283
ME1	other	-0.539886667	0.307908748
ME2	other	0.095983333	0.81903577
ME3	other	0.229576667	0.649907765
MEA1	other	0.14867	0.578342934
MEAF6	other	0.320926667	0.07675725
MECOM	other	-0.0055	1
MECP2	other	0.27844	0.139171651
MECR	other	0.002513333	1
MED1	other	0.385656667	0.15391004
MED10	other	-0.03512	0.959034319
MED11	other	-0.23055	0.41262013
MED12	other	0.077343333	0.86788612
MED12L	other	0.3008	0.615179644
MED13	other	0.821086667	0.001731103
MED13L	other	0.350313333	0.318415538
MED14	other	0.20463	0.460255619
MED15	other	-0.16868	0.651379907
MED16	other	0.196376667	0.636894968
MED17	other	0.099776667	0.646569003
MED18	other	-0.210116667	0.360747433
MED19	other	-0.057176667	0.861010208
MED20	other	0.155816667	0.563524219
MED21	other	0.011753333	1
MED22	other	0.057876667	0.900726729
MED23	other	0.04134	0.932823267
MED24	other	0.038073333	0.934689146
MED25	other	0.03644	0.981487335
MED26	other	0.179653333	0.516434068
MED27	other	-0.15043	0.748219565
MED28	other	0.267356667	0.269614129
MED29	other	0.184746667	0.328813445
MED30	other	0.591486667	0.005637364
MED31	other	-0.001816667	1
MED4	other	0.1211	0.526526347
MED6	other	-0.128003333	0.623352787
MED7	other	-0.240356667	0.317231444
MED8	other	-0.113293333	0.557776842
MED9	other	0.138993333	0.561904138
MEF2A	other	0.075236667	0.796315693
MEF2C	other	0.415303333	0.383964416
MEF2D	other	0.057696667	0.904778291
MEFV	other	-0.803163333	0.067583876
MEG3	other	-0.564096667	0.597889014
MEGF10	other	0.360503333	0.688146967
MEGF11	other	1.95043	0.047442618
MEGF6	other	0.22096	0.814859319
MEGF8	other	0.219643333	0.567223623
MEGF9	other	0.33709	0.513516907
MEI1	other	-0.2447	0.773078174
MEIG1	other	-0.06821	0.945526886
MEIS1	other	-0.14314	0.7629589
MEIS2	other	-0.253026667	0.596861291
MEIS3	other	-0.531726667	0.214785636
MELK	other	-0.697876667	0.318058221
MEMO1	other	-0.03917	0.93717687
MEN1	other	0.026943333	0.960882337
MEOX1	other	0.047716667	0.99392533
MEOX2	other	0.227	0.768283345
MEP1A	other	-0.075383333	0.967480807
MEP1B	other	0.075073333	0.815350992
MEPCE	other	-0.21643	0.281618516
MEPE	other	0.15889	0.883408075
MERTK	other	0.967693333	0.004774532
MESDC1	other	-0.270683333	0.236341279
MESDC2	other	-0.199506667	0.349748835
MESP1	other	0.012356667	1
MESP2	other	0.209373333	0.854463967
MEST	other	0.002863333	1
MESTIT1	other	0.42414	0.345799123
MET	other	0.80805	0.38560311
METAP1	other	0.093763333	0.69718448
METAP2	other	0.222036667	0.286913313
METRN	other	-0.251576667	0.768265883
METRNL	other	-0.357833333	0.548254659
METTL1	other	-0.03132	0.972806141
METTL10	other	0.085836667	0.789451923
METTL11A	other	-0.33074	0.281416399
METTL11B	other	0.043676667	0.943792555
METTL12	other	-0.376983333	0.308549743
METTL13	other	-0.244363333	0.242740817
METTL14	other	0.18944	0.418251333
METTL2A	other	0.076226667	0.827950382
METTL3	other	-0.115096667	0.809392962
METTL4	other	-0.006596667	1
METTL5	other	-0.110193333	0.720250058
METTL6	other	0.016516667	0.982405705
METTL7A	other	0.010436667	1
METTL7B	other	1.448973333	0.039695543
METTL8	other	-0.31884	0.194772728
METTL9	other	-0.126806667	0.710033241
MEX3A	other	0.73456	0.354651535
MEX3B	other	0.16345	0.737833078
MEX3C	other	0.209446667	0.415830336
MEX3D	other	0.282376667	0.470600477
MFAP1	other	-0.183113333	0.428164658
MFAP2	other	0.148906667	0.829979643
MFAP3	other	-0.06555	0.774656003
MFAP3L	other	-0.650916667	0.15780809
